text,label
"สมาชิกใหม่รับเครดิตฟรี 800 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 500 บาท",spam
"อนุมัติสินเชื่อด่วนวงเงิน 80,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 100 บาท",spam
"แจ้งเตือนจาก SCB: หากไม่ยืนยันข้อมูลส่วนตัวใน 10 นาที บัญชีจะถูกล็อก cutt.ly/k101239",phishing
"พัสดุจาก Kerry ตกค้าง ชำระค่าธรรมเนียม 199 บาทที่ tinyurl.com/pay100331",scam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 10/06/2026 เวลา 10:30 น.",legitimate
"นัดหมายตรวจสุขภาพประจำปี วันที่ 02/06/2026 เวลา 13:00 น.",legitimate
"นัดหมายตรวจสุขภาพประจำปี วันที่ 02/06/2026 เวลา 13:00 น.",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 199 บาท แล้วเริ่มงานได้ทันที",scam
"งานเสริมออนไลน์ รายได้วันละ 500 บาท โอนค่าสมัคร 499 บาท เริ่มงานทันที",scam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 10:30 น. ห้องประชุม C",legitimate
"ระบบจะปิดปรับปรุงวันที่ 25/05/2026 เวลา 19:00 - 11:00 น.",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"พัสดุจาก Kerry ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ cutt.ly/pay101861",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 100 บาท",spam
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"สมาชิกใหม่รับเครดิตฟรี 1200 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"แจ้งเตือนต่ออายุแพ็กเกจ อินเทอร์เน็ต ภายใน 7 วัน",legitimate
"แจ้งเตือนจาก Krungthai: หากไม่ยืนยันข้อมูลส่วนตัวใน 30 นาที บัญชีจะถูกล็อก cutt.ly/k100994",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 19 บาท",scam
"ยืนยันตัวตน e-KYC ด่วนผ่าน s.id/ekyc104525 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ อินเทอร์เน็ต ภายใน 7 วัน",legitimate
"คำสั่งซื้อเลขที่ TH45012 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"งานเสริมออนไลน์ รายได้วันละ 800 บาท โอนค่าสมัคร 199 บาท เริ่มงานทันที",scam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 10:30 น. ห้องประชุม E",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ tinyurl.com/secure102319 ก่อนถูกระงับ",phishing
"สมาชิกใหม่รับเครดิตฟรี 1200 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"พัสดุจาก Flash ตกค้าง ชำระค่าธรรมเนียม 99 บาทที่ shorturl.at/pay100335",scam
"แจ้งเตือนจาก กรุงเทพ: หากไม่ยืนยันข้อมูลส่วนตัวใน 15 นาที บัญชีจะถูกล็อก bit.ly/k102219",phishing
"ยืนยันตัวตน e-KYC ด่วนผ่าน rebrand.ly/ekyc104976 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1200 บาท",spam
"คำสั่งซื้อเลขที่ TH20488 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ระบบจะปิดปรับปรุงวันที่ 02/06/2026 เวลา 09:00 - 17:00 น.",legitimate
